ID,YEAR_BIRTH,AGE,EDUCATION,MARITAL_STATUS,INCOME,TOTAL_CHILDREN,TOTAL_SPENT,TOTAL_PURCHASES,WEB_VISITS,RECENCY,CAMPAIGN_RESPONSE,DT_CUSTOMER
4440,1964,61,MASTER,MARRIED,64100.0,1,546,18,7,93,0,2013-09-10
1379,1992,33,MASTER,TOGETHER,42670.0,0,241,11,4,12,0,2013-04-27
10032,1976,49,GRADUATION,DIVORCED,12571.0,1,53,11,6,86,0,2014-01-18
2826,1967,58,GRADUATION,MARRIED,22574.0,3,37,7,7,28,0,2013-10-28
2437,1989,36,GRADUATION,MARRIED,0.0,0,1611,24,3,69,0,2013-06-03
6320,1976,49,MASTER,SINGLE,70893.0,0,1508,23,3,42,0,2013-02-06
3050,1966,59,GRADUATION,MARRIED,54198.0,2,235,16,4,13,0,2013-12-17
231,1956,69,MASTER,TOGETHER,28839.0,2,32,7,5,86,0,2014-03-11
2392,1972,53,GRADUATION,MARRIED,40321.0,2,102,8,7,59,0,2013-07-29
9478,1985,40,GRADUATION,SINGLE,66503.0,1,401,15,3,30,0,2012-08-14
113,1951,74,GRADUATION,MARRIED,30833.0,2,28,6,5,33,0,2013-07-16
2863,1970,55,GRADUATION,SINGLE,0.0,3,1052,21,7,67,0,2013-08-23
1802,1971,54,GRADUATION,MARRIED,64795.0,1,680,21,2,23,0,2013-01-17
520,1974,51,GRADUATION,MARRIED,34421.0,1,30,4,7,81,0,2013-07-01
8275,1965,60,PHD,DIVORCED,47025.0,2,20,4,7,6,0,2014-02-09
9750,1961,64,PHD,DIVORCED,64325.0,1,1307,23,7,41,0,2013-02-07
2607,1953,72,GRADUATION,SINGLE,40464.0,1,630,24,8,78,0,2013-01-11
7214,1957,68,GRADUATION,MARRIED,62187.0,0,1283,18,3,49,0,2013-07-05
5835,1976,49,PHD,DIVORCED,14849.0,1,65,9,8,39,0,2013-07-02
3896,1984,41,GRADUATION,MARRIED,27255.0,1,37,5,7,3,0,2013-11-07
10350,1950,75,PHD,MARRIED,54432.0,3,38,5,4,37,0,2013-05-09
7786,1986,39,PHD,SINGLE,29999.0,1,160,12,8,22,0,2013-02-13
2861,1983,42,GRADUATION,SINGLE,24072.0,1,23,4,8,79,0,2013-04-16
663,1989,36,PHD,SINGLE,33996.0,0,71,6,4,46,0,2013-09-11
10675,1956,69,PHD,MARRIED,66334.0,1,1161,19,5,82,1,2013-04-03
2521,1971,54,MASTER,MARRIED,35178.0,1,59,5,7,10,1,2013-01-10
9592,1983,42,GRADUATION,TOGETHER,22010.0,1,33,7,8,51,0,2013-06-30
10151,1960,65,GRADUATION,DIVORCED,62204.0,2,946,22,3,38,0,2012-09-12
7381,1968,57,GRADUATION,DIVORCED,75693.0,0,1442,22,4,10,1,2012-12-06
4099,1972,53,GRADUATION,MARRIED,30675.0,1,62,5,8,14,0,2012-11-12
9560,1965,60,GRADUATION,TOGETHER,83003.0,0,1674,22,3,18,1,2013-03-03
1150,1899,126,PHD,TOGETHER,83532.0,0,1853,15,1,36,0,2013-09-26
10172,1988,37,GRADUATION,SINGLE,68655.0,0,1538,21,3,95,0,2012-08-10
11191,1986,39,GRADUATION,DIVORCED,41411.0,0,139,8,6,11,0,2013-12-07
9707,1969,56,PHD,MARRIED,55212.0,1,1182,20,8,65,0,2012-11-23
6245,1950,75,PHD,TOGETHER,59292.0,1,507,18,3,71,0,2013-06-13
8234,1973,52,BASIC,TOGETHER,27190.0,1,18,4,8,13,1,2013-08-15
1411,1952,73,GRADUATION,DIVORCED,82623.0,0,940,16,1,58,0,2013-11-10
8553,1965,60,GRADUATION,MARRIED,44300.0,2,42,6,6,65,0,2013-06-23
1826,1970,55,GRADUATION,DIVORCED,84835.0,0,1190,15,1,0,1,2014-06-16
8842,1971,54,GRADUATION,WIDOW,30372.0,2,44,8,7,33,0,2012-12-25
11030,1976,49,MASTER,MARRIED,33181.0,1,16,4,6,90,0,2014-01-03
2579,1957,68,GRADUATION,MARRIED,71113.0,1,835,26,4,95,0,2013-12-17
175,1986,39,GRADUATION,MARRIED,71952.0,1,1443,22,4,93,0,2013-01-10
9185,1966,59,PHD,SINGLE,69759.0,0,1029,18,3,38,1,2013-10-28
11056,1974,51,GRADUATION,MARRIED,72099.0,0,1188,18,1,18,0,2012-10-27
9365,1976,49,PHD,SINGLE,60000.0,1,1277,24,6,57,0,2012-12-22
6201,1978,47,GRADUATION,SINGLE,38643.0,2,49,7,7,45,0,2013-11-29
2061,1955,70,GRADUATION,MARRIED,50737.0,1,99,7,6,61,0,2013-05-11
6184,1969,56,PHD,MARRIED,68462.0,0,1670,15,1,6,0,2012-12-12
6142,1943,82,MASTER,MARRIED,65073.0,0,900,14,2,65,0,2013-08-20
4107,1948,77,PHD,TOGETHER,46681.0,2,425,16,5,52,0,2013-10-08
7274,1957,68,GRADUATION,MARRIED,78618.0,0,2153,22,2,87,0,2012-09-28
9336,1969,56,PHD,WIDOW,62187.0,1,636,21,4,38,0,2014-03-22
2958,1978,47,GRADUATION,MARRIED,28442.0,2,57,10,4,53,0,2014-02-24
933,1978,47,PHD,MARRIED,37717.0,1,25,4,9,31,0,2012-11-23
5837,1967,58,GRADUATION,MARRIED,51479.0,2,494,22,7,67,0,2012-12-28
10704,1969,56,GRADUATION,SINGLE,54803.0,1,693,19,4,65,0,2012-08-21
5125,1960,65,GRADUATION,MARRIED,79530.0,0,1348,26,2,64,0,2013-05-17
4432,1976,49,GRADUATION,DIVORCED,31615.0,1,51,7,7,82,0,2013-03-16
5955,1962,63,GRADUATION,TOGETHER,72025.0,0,1932,16,3,27,0,2012-11-17
2928,1975,50,PHD,SINGLE,52614.0,1,990,16,8,63,0,2012-12-01
5680,1984,41,2N CYCLE,MARRIED,35684.0,1,30,5,6,66,0,2014-04-22
10313,1975,50,GRADUATION,MARRIED,48178.0,2,254,16,8,69,0,2012-10-28
2557,1970,55,MASTER,SINGLE,29548.0,1,29,5,4,52,0,2013-08-29
1245,1966,59,GRADUATION,SINGLE,63810.0,1,1371,23,8,45,0,2012-11-11
1519,1972,53,PHD,SINGLE,38578.0,2,73,9,8,2,1,2013-06-22
10703,1975,50,MASTER,SINGLE,46098.0,2,120,11,8,86,0,2012-08-18
1726,1970,55,GRADUATION,SINGLE,22585.0,0,81,5,9,23,1,2013-03-18
4459,1989,36,GRADUATION,SINGLE,30279.0,1,37,5,8,13,0,2012-12-30
1729,1961,64,PHD,TOGETHER,66426.0,1,1377,20,6,14,0,2013-10-02
1517,1969,56,GRADUATION,SINGLE,30822.0,1,51,5,7,92,0,2013-06-14
2098,1969,56,PHD,MARRIED,33581.0,2,17,4,8,38,0,2013-01-08
9543,1985,40,GRADUATION,MARRIED,19986.0,1,22,4,7,74,0,2013-11-14
6878,1954,71,GRADUATION,WIDOW,27421.0,0,324,14,7,14,0,2012-12-12
3310,1973,52,2N CYCLE,MARRIED,35688.0,3,211,16,8,94,0,2012-08-22
2724,1981,44,MASTER,SINGLE,36143.0,1,19,4,3,33,0,2014-03-30
948,1971,54,GRADUATION,SINGLE,10245.0,1,41,8,5,32,0,2013-05-15
6720,1968,57,MASTER,TOGETHER,43795.0,1,492,17,7,11,1,2013-10-16
6202,1960,65,GRADUATION,TOGETHER,63381.0,1,1005,26,2,78,0,2012-10-05
2066,1949,76,GRADUATION,TOGETHER,38823.0,1,114,7,6,56,0,2012-08-30
9799,1968,57,PHD,DIVORCED,83664.0,2,1173,19,5,57,0,2013-05-08
8318,1979,46,GRADUATION,TOGETHER,90300.0,0,1738,19,1,7,0,2014-01-03
5642,1979,46,MASTER,TOGETHER,62499.0,1,222,12,4,0,0,2013-12-09
2669,1993,32,GRADUATION,SINGLE,74293.0,0,1127,16,2,66,0,2014-05-04
455,1946,79,PHD,MARRIED,51012.0,0,209,10,6,86,0,2013-04-18
7683,1968,57,MASTER,MARRIED,70777.0,1,787,23,3,80,0,2014-02-25
3428,1991,34,PHD,TOGETHER,68682.0,0,1598,24,2,56,0,2013-10-06
7414,1971,54,GRADUATION,MARRIED,43824.0,2,186,12,8,18,0,2012-09-15
6354,1984,41,GRADUATION,TOGETHER,15345.0,1,47,6,8,51,1,2012-08-31
798,1987,38,GRADUATION,SINGLE,23442.0,1,27,5,7,71,0,2012-12-24
8213,1980,45,2N CYCLE,TOGETHER,14515.0,1,96,11,7,71,1,2012-11-09
2488,1956,69,2N CYCLE,DIVORCED,31395.0,2,64,10,6,80,0,2013-03-23
9999,1965,60,GRADUATION,TOGETHER,75276.0,0,1040,23,5,2,0,2012-09-27
7617,1974,51,GRADUATION,SINGLE,42373.0,2,163,13,5,83,0,2013-08-15
615,1960,65,GRADUATION,TOGETHER,30507.0,0,343,11,7,29,0,2013-03-11
2552,1955,70,PHD,SINGLE,55521.0,3,446,24,7,11,1,2013-10-22
194,1965,60,GRADUATION,MARRIED,48006.0,2,41,5,6,55,0,2014-06-09
3645,1972,53,PHD,SINGLE,27213.0,1,70,9,8,19,1,2012-08-30
8890,1971,54,PHD,DIVORCED,65808.0,2,272,14,6,1,0,2014-05-30
5049,1974,51,PHD,TOGETHER,30351.0,1,46,6,9,19,0,2013-06-06
9973,1963,62,GRADUATION,MARRIED,50437.0,2,490,19,7,28,0,2012-10-17
7301,1982,43,2N CYCLE,SINGLE,23616.0,1,79,8,8,76,1,2012-11-17
10882,1976,49,GRADUATION,MARRIED,53858.0,1,915,17,4,50,0,2012-11-09
7030,1955,70,PHD,MARRIED,66465.0,1,1485,35,6,1,0,2013-03-30
7422,1987,38,GRADUATION,SINGLE,46923.0,1,369,16,7,90,0,2012-08-22
3523,1962,63,GRADUATION,TOGETHER,75072.0,1,1073,19,3,83,0,2013-01-23
7106,1943,82,PHD,MARRIED,75865.0,0,1242,19,1,73,0,2014-03-31
6504,1975,50,2N CYCLE,TOGETHER,19789.0,1,78,9,5,24,0,2013-11-20
5067,1994,31,GRADUATION,TOGETHER,80134.0,0,1378,21,5,11,0,2014-02-14
4216,1981,44,GRADUATION,SINGLE,91065.0,0,1474,26,3,33,1,2013-02-22
8581,1971,54,MASTER,MARRIED,49505.0,2,751,29,8,4,0,2013-03-05
5929,1973,52,PHD,MARRIED,37401.0,1,48,7,7,14,0,2014-05-06
3129,1983,42,GRADUATION,MARRIED,30096.0,1,45,6,6,30,0,2014-05-22
6528,1982,43,MASTER,TOGETHER,18492.0,1,10,4,8,75,0,2014-06-05
1361,1974,51,MASTER,MARRIED,82584.0,0,1435,16,1,26,1,2013-06-04
6932,1941,84,PHD,MARRIED,93027.0,0,2119,22,2,77,0,2013-04-13
7284,1953,72,GRADUATION,MARRIED,48686.0,3,20,4,8,8,0,2013-12-04
1340,1986,39,GRADUATION,MARRIED,92910.0,0,1795,27,1,42,0,2014-04-24
8746,1989,36,GRADUATION,MARRIED,75433.0,1,1188,19,6,28,0,2014-04-05
5987,1989,36,2N CYCLE,TOGETHER,10404.0,1,43,7,5,52,0,2014-05-04
3767,1968,57,GRADUATION,MARRIED,61314.0,1,1008,24,3,1,0,2013-04-25
3725,1961,64,PHD,SINGLE,84865.0,0,1688,16,4,1,1,2013-05-09
4324,1989,36,GRADUATION,MARRIED,42387.0,1,684,21,8,42,0,2012-10-29
238,1967,58,2N CYCLE,TOGETHER,67309.0,2,1082,39,7,76,0,2013-01-23
6694,1964,61,GRADUATION,MARRIED,75236.0,1,1068,25,4,27,0,2013-11-25
498,1970,55,GRADUATION,SINGLE,30015.0,1,57,7,5,28,0,2014-02-02
9347,1956,69,MASTER,TOGETHER,50943.0,1,46,5,5,49,0,2013-06-21
9699,1966,59,GRADUATION,DIVORCED,67272.0,1,733,23,5,12,0,2013-12-21
10664,1949,76,MASTER,WIDOW,51529.0,1,467,17,8,14,0,2013-09-07
5455,1971,54,PHD,MARRIED,32011.0,1,122,10,7,89,0,2013-08-22
456,1986,39,2N CYCLE,MARRIED,7500.0,1,36,7,8,96,0,2013-02-07
5012,1989,36,GRADUATION,MARRIED,28691.0,1,34,5,8,56,0,2013-07-04
7495,1948,77,PHD,MARRIED,56223.0,1,156,10,4,72,0,2013-12-20
5029,1946,79,GRADUATION,MARRIED,18100.0,0,14,4,5,14,0,2013-08-06
10642,1989,36,GRADUATION,SINGLE,30279.0,1,37,5,8,13,0,2012-12-30
2106,1974,51,2N CYCLE,MARRIED,20130.0,0,34,5,8,99,0,2014-03-17
10364,1959,66,GRADUATION,DIVORCED,23295.0,0,20,4,8,72,0,2013-07-13
5954,1972,53,MASTER,DIVORCED,42618.0,1,192,11,8,92,0,2013-10-09
1137,1964,61,GRADUATION,SINGLE,81246.0,0,1379,17,1,87,0,2013-12-29
2541,1976,49,GRADUATION,MARRIED,24027.0,1,48,7,8,7,0,2013-06-09
1142,1953,72,PHD,MARRIED,55707.0,1,428,16,3,91,0,2013-12-22
2276,1955,70,GRADUATION,SINGLE,57959.0,1,868,27,3,71,0,2013-05-02
2807,1969,56,GRADUATION,MARRIED,56796.0,1,1001,27,7,24,0,2013-02-16
6471,1971,54,MASTER,SINGLE,36230.0,1,59,7,5,17,0,2013-10-17
6131,1980,45,2N CYCLE,MARRIED,70829.0,2,431,16,3,87,0,2013-12-01
6233,1976,49,GRADUATION,MARRIED,65991.0,1,971,27,7,21,0,2012-09-07
4148,1972,53,GRADUATION,MARRIED,38988.0,3,348,19,8,90,0,2012-08-20
4947,1966,59,2N CYCLE,SINGLE,89572.0,0,2059,24,4,44,1,2012-09-15
3225,1984,41,MASTER,MARRIED,42207.0,1,265,14,6,71,1,2013-04-01
7540,1952,73,GRADUATION,MARRIED,50300.0,1,270,13,2,52,0,2014-05-25
10648,1982,43,2N CYCLE,TOGETHER,66664.0,0,1289,19,3,78,0,2012-09-25
1992,1964,61,GRADUATION,MARRIED,60597.0,1,893,16,7,2,1,2014-01-01
7851,1949,76,GRADUATION,WIDOW,70165.0,0,926,22,1,60,0,2013-09-22
8594,1958,67,PHD,WIDOW,50520.0,1,135,9,6,25,0,2014-01-28
7059,1963,62,GRADUATION,MARRIED,80124.0,0,1495,19,1,47,0,2014-06-26
2815,1975,50,GRADUATION,MARRIED,33183.0,1,120,9,7,46,0,2014-02-24
2416,1969,56,PHD,SINGLE,66582.0,0,1288,20,1,83,0,2014-03-03
7999,1955,70,PHD,TOGETHER,75261.0,0,1743,17,2,17,1,2013-04-23
9213,1970,55,GRADUATION,WIDOW,31880.0,1,15,4,8,13,0,2012-10-31
9697,1951,74,GRADUATION,MARRIED,53790.0,2,542,20,6,86,0,2014-03-06
3916,1971,54,PHD,TOGETHER,49269.0,1,890,25,7,92,0,2012-08-15
2021,1975,50,GRADUATION,MARRIED,61456.0,1,1388,33,4,47,0,2013-03-27
1581,1980,45,GRADUATION,MARRIED,37406.0,1,17,4,8,18,1,2013-10-10
564,1981,44,PHD,TOGETHER,56937.0,1,906,30,6,81,1,2012-08-04
6619,1978,47,GRADUATION,MARRIED,38415.0,2,44,6,7,91,0,2013-01-02
9081,1988,37,GRADUATION,SINGLE,20518.0,1,25,5,5,58,0,2014-05-18
178,1956,69,GRADUATION,MARRIED,62503.0,1,973,26,5,40,0,2013-02-18
916,1972,53,PHD,SINGLE,41644.0,2,31,6,3,67,0,2014-05-09
5512,1977,48,MASTER,MARRIED,55842.0,1,518,17,5,19,0,2014-05-23
8970,1972,53,PHD,MARRIED,62010.0,1,530,19,5,93,0,2012-10-23
10581,1977,48,GRADUATION,MARRIED,41124.0,1,506,21,8,41,0,2012-10-31
5300,1973,52,MASTER,MARRIED,38961.0,1,70,6,7,60,0,2013-12-30
5154,1972,53,MASTER,DIVORCED,37760.0,1,54,6,6,54,0,2013-08-11
8346,1974,51,GRADUATION,SINGLE,32233.0,1,296,12,9,26,1,2012-08-19
1676,1975,50,GRADUATION,MARRIED,43057.0,1,266,15,5,30,0,2013-10-30
9286,1960,65,MASTER,TOGETHER,83151.0,0,747,19,3,93,0,2012-10-10
2426,1964,61,PHD,DIVORCED,78825.0,0,895,29,3,35,1,2012-09-14
5172,1976,49,MASTER,TOGETHER,65104.0,1,1053,17,7,4,0,2013-11-14
5562,1974,51,GRADUATION,MARRIED,60093.0,1,735,21,6,92,0,2013-06-26
3436,1969,56,GRADUATION,MARRIED,14045.0,1,20,5,7,24,0,2014-01-26
3921,1952,73,2N CYCLE,WIDOW,28457.0,0,205,10,8,96,0,2012-10-28
3403,1958,67,PHD,TOGETHER,78952.0,1,2092,21,6,11,0,2012-09-24
22,1976,49,GRADUATION,DIVORCED,46310.0,1,309,14,8,99,0,2012-12-03
10965,1955,70,GRADUATION,TOGETHER,76005.0,0,1722,22,6,72,0,2013-02-22
9426,1964,61,MASTER,SINGLE,58308.0,1,900,15,8,77,0,2013-01-12
6605,1944,81,PHD,DIVORCED,55614.0,0,682,20,7,85,0,2013-11-27
3136,1962,63,MASTER,DIVORCED,59432.0,1,663,22,5,88,0,2013-04-13
8737,1978,47,GRADUATION,DIVORCED,55563.0,1,43,6,3,22,0,2014-04-05
11088,1971,54,PHD,TOGETHER,78642.0,1,1816,18,6,83,0,2013-04-21
716,1949,76,PHD,TOGETHER,67911.0,1,976,27,3,63,0,2014-05-22
466,1944,81,GRADUATION,MARRIED,65275.0,0,746,21,2,9,0,2013-04-03
9135,1950,75,GRADUATION,TOGETHER,27203.0,2,64,6,8,92,0,2012-08-06
10623,1961,64,MASTER,TOGETHER,48330.0,1,32,5,5,2,0,2013-11-15
8151,1990,35,BASIC,MARRIED,24279.0,0,263,9,8,6,0,2012-12-29
5140,1985,40,PHD,MARRIED,64355.0,1,1445,21,8,66,0,2012-08-24
10160,1956,69,MASTER,TOGETHER,50943.0,1,46,5,5,49,0,2013-06-21
4945,1953,72,GRADUATION,WIDOW,53653.0,0,1210,28,6,29,0,2012-11-07
10584,1976,49,GRADUATION,MARRIED,65665.0,1,945,24,3,77,0,2013-12-02
6071,1989,36,GRADUATION,SINGLE,81217.0,0,1157,22,1,77,0,2013-07-19
3386,1992,33,GRADUATION,MARRIED,34935.0,0,137,8,7,71,0,2013-06-21
8939,1959,66,GRADUATION,DIVORCED,61250.0,1,730,25,5,49,0,2012-12-16
9925,1981,44,PHD,TOGETHER,39665.0,1,216,12,7,97,0,2013-05-25
4320,1979,46,GRADUATION,SINGLE,60152.0,1,943,23,3,6,0,2013-03-28
5389,1964,61,GRADUATION,MARRIED,48920.0,2,347,16,7,93,0,2013-10-20
6036,1959,66,MASTER,TOGETHER,89120.0,0,1924,19,1,78,0,2014-03-17
182,1946,79,PHD,TOGETHER,44124.0,1,397,17,8,62,0,2013-05-11
203,1975,50,MASTER,SINGLE,81169.0,0,2089,22,2,47,0,2013-04-14
11025,1961,64,GRADUATION,MARRIED,36443.0,2,138,11,8,9,0,2013-02-03
10203,1990,35,GRADUATION,SINGLE,26095.0,1,42,5,7,77,0,2013-06-30
4607,1959,66,GRADUATION,TOGETHER,71367.0,0,777,17,2,24,0,2013-08-23
3711,1944,81,MASTER,MARRIED,80184.0,0,1902,20,3,19,0,2014-03-01
3696,1965,60,GRADUATION,DIVORCED,30630.0,2,52,7,7,67,0,2014-01-27
2532,1987,38,MASTER,SINGLE,73454.0,0,1651,13,5,95,0,2014-03-01
9214,1991,34,GRADUATION,MARRIED,42691.0,0,358,13,5,48,0,2013-08-16
4943,1953,72,GRADUATION,MARRIED,70503.0,0,1727,16,6,73,0,2012-09-30
35,1987,38,GRADUATION,MARRIED,25545.0,1,210,10,6,35,1,2012-09-08
2258,1986,39,GRADUATION,MARRIED,32880.0,1,42,5,8,76,0,2012-12-04
4322,1958,67,PHD,TOGETHER,77863.0,0,1291,20,2,20,0,2013-11-27
713,1977,48,MASTER,MARRIED,50353.0,0,442,15,3,72,0,2014-06-08
4702,1964,61,GRADUATION,SINGLE,61839.0,0,1895,17,8,20,0,2012-08-12
3281,1960,65,PHD,MARRIED,49154.0,2,411,19,6,69,0,2013-11-03
702,1975,50,2N CYCLE,WIDOW,47682.0,1,521,19,5,80,0,2013-02-15
2004,1969,56,GRADUATION,SINGLE,72679.0,1,1168,17,1,65,0,2013-09-18
4769,1977,48,MASTER,TOGETHER,57954.0,2,493,23,7,52,0,2014-06-18
4437,1962,63,GRADUATION,MARRIED,65316.0,2,260,12,4,65,0,2013-04-24
8724,1982,43,GRADUATION,SINGLE,28567.0,1,46,7,6,57,0,2013-06-17
10741,1951,74,MASTER,TOGETHER,47352.0,1,319,16,7,70,0,2013-04-11
1991,1967,58,GRADUATION,TOGETHER,44931.0,1,96,7,5,0,0,2014-01-18
6931,1967,58,GRADUATION,DIVORCED,76982.0,0,1062,16,4,19,1,2014-02-15
11096,1952,73,2N CYCLE,TOGETHER,57247.0,1,232,12,2,50,0,2013-08-08
304,1981,44,MASTER,SINGLE,22944.0,1,76,9,7,67,0,2013-12-23
3665,1977,48,2N CYCLE,TOGETHER,25315.0,1,54,9,8,46,0,2013-11-07
10591,1969,56,GRADUATION,WIDOW,43638.0,1,201,11,7,37,0,2012-08-06
5036,1984,41,PHD,SINGLE,42710.0,1,406,14,6,38,0,2012-11-28
5547,1982,43,PHD,MARRIED,84169.0,0,1919,20,3,9,1,2013-08-07
7822,1976,49,GRADUATION,TOGETHER,54058.0,1,662,20,3,56,0,2013-06-04
8541,1990,35,2N CYCLE,MARRIED,24683.0,1,41,8,5,98,0,2014-03-08
10955,1964,61,GRADUATION,WIDOW,85620.0,0,1600,14,1,68,1,2014-01-07
4368,1980,45,GRADUATION,MARRIED,47850.0,1,134,8,6,72,0,2013-12-03
9671,1968,57,GRADUATION,MARRIED,19514.0,2,69,10,8,47,1,2014-01-26
2256,1973,52,MASTER,MARRIED,27159.0,2,21,6,6,33,0,2014-03-29
4279,1963,62,2N CYCLE,SINGLE,39548.0,2,54,7,3,87,0,2014-03-31
5371,1989,36,GRADUATION,SINGLE,21474.0,1,91,8,7,0,1,2014-04-08
9240,1971,54,PHD,SINGLE,60504.0,1,526,18,6,73,0,2014-02-07
9460,1963,62,GRADUATION,MARRIED,22419.0,0,162,8,8,74,0,2013-04-18
9504,1949,76,MASTER,MARRIED,81698.0,0,1008,25,1,4,1,2013-11-06
8692,1952,73,GRADUATION,TOGETHER,43462.0,2,240,16,8,50,0,2012-09-12
448,1978,47,PHD,SINGLE,54880.0,1,795,21,5,57,0,2013-03-01
8314,1982,43,GRADUATION,MARRIED,79908.0,0,1772,19,2,30,0,2013-04-05
8420,1970,55,2N CYCLE,MARRIED,15315.0,0,64,8,5,27,0,2013-08-03
3174,1959,66,GRADUATION,TOGETHER,87771.0,1,1957,20,6,61,1,2013-05-22
7685,1978,47,GRADUATION,MARRIED,33039.0,1,78,7,5,4,0,2013-09-09
3179,1980,45,GRADUATION,SINGLE,81741.0,0,1572,19,2,75,0,2013-06-16
9780,1971,54,MASTER,TOGETHER,71499.0,1,795,26,4,12,0,2013-06-25
10681,1970,55,2N CYCLE,MARRIED,62466.0,1,889,26,4,13,0,2014-01-15
10232,1963,62,PHD,DIVORCED,48799.0,1,331,15,3,9,0,2013-11-05
4184,1950,75,PHD,TOGETHER,52157.0,1,265,12,4,48,0,2014-06-07
9120,1962,63,GRADUATION,SINGLE,66565.0,1,1065,19,8,80,0,2012-12-05
891,1951,74,MASTER,TOGETHER,29298.0,2,11,4,5,60,0,2013-09-07
10381,1979,46,GRADUATION,SINGLE,47691.0,1,21,4,6,43,0,2013-07-05
3525,1970,55,GRADUATION,TOGETHER,38200.0,2,17,4,7,19,0,2012-12-07
6818,1974,51,GRADUATION,MARRIED,44989.0,1,369,16,6,26,0,2012-09-12
3526,1968,57,PHD,MARRIED,38443.0,2,38,6,7,58,0,2014-01-27
8181,1978,47,2N CYCLE,SINGLE,38593.0,1,177,11,8,42,0,2013-09-13
1029,1970,55,PHD,TOGETHER,64413.0,1,279,12,5,27,0,2013-08-01
7369,1981,44,MASTER,MARRIED,36959.0,1,62,7,8,56,0,2013-10-02
2574,1977,48,PHD,MARRIED,61996.0,1,1230,21,5,27,1,2013-01-31
8159,1968,57,GRADUATION,MARRIED,51287.0,2,182,11,7,10,0,2014-04-01
1160,1970,55,GRADUATION,MARRIED,13260.0,2,49,10,8,48,0,2013-08-23
10242,1966,59,PHD,TOGETHER,47472.0,2,75,8,5,39,0,2013-09-16
5253,1956,69,MASTER,TOGETHER,54603.0,2,227,16,7,85,0,2013-07-09
5966,1974,51,PHD,MARRIED,45207.0,2,215,15,6,64,0,2012-11-10
5314,1951,74,GRADUATION,TOGETHER,40689.0,1,444,20,8,69,0,2013-03-18
5081,1967,58,2N CYCLE,TOGETHER,47821.0,2,47,5,8,54,0,2013-10-20
5123,1951,74,MASTER,MARRIED,27450.0,0,143,7,7,57,0,2013-04-15
5756,1983,42,GRADUATION,TOGETHER,39453.0,1,55,7,6,64,0,2014-04-03
8036,1971,54,2N CYCLE,TOGETHER,26850.0,2,63,11,4,10,0,2014-04-18
9058,1955,70,GRADUATION,WIDOW,79800.0,0,1867,22,3,65,1,2012-09-23
5057,1961,64,MASTER,MARRIED,61794.0,1,611,20,2,74,0,2013-09-14
254,1955,70,GRADUATION,TOGETHER,53863.0,1,473,18,7,4,0,2014-05-17
4179,1959,66,GRADUATION,TOGETHER,24221.0,0,55,6,4,94,0,2013-08-20
3710,1984,41,PHD,SINGLE,39684.0,1,81,7,7,41,1,2012-10-12
7627,1975,50,MASTER,MARRIED,92163.0,0,2086,21,2,25,1,2012-12-12
4501,1965,60,MASTER,SINGLE,69882.0,0,1478,20,1,94,0,2013-11-10
6424,1977,48,GRADUATION,TOGETHER,33178.0,1,49,5,4,9,0,2014-01-30
3075,1972,53,PHD,MARRIED,59973.0,0,382,15,1,47,0,2013-09-11
4992,1975,50,MASTER,TOGETHER,17459.0,1,69,9,7,12,1,2013-09-19
5252,1969,56,GRADUATION,DIVORCED,23910.0,1,67,6,7,80,0,2012-10-26
7444,1969,56,MASTER,MARRIED,42169.0,2,30,6,8,20,0,2013-10-19
6919,1978,47,2N CYCLE,MARRIED,26224.0,1,63,9,6,39,0,2013-06-04
3537,1981,44,GRADUATION,TOGETHER,31089.0,1,79,10,8,57,0,2012-08-17
10277,1961,64,GRADUATION,SINGLE,30081.0,1,42,5,7,27,0,2013-02-21
2453,1960,65,GRADUATION,TOGETHER,62807.0,1,819,23,5,83,0,2012-08-31
7972,1955,70,GRADUATION,SINGLE,72906.0,0,1151,17,1,79,0,2013-09-17
895,1948,77,PHD,MARRIED,61467.0,2,594,20,5,69,0,2012-12-09
1177,1966,59,MASTER,TOGETHER,49618.0,2,129,11,7,77,0,2013-01-26
7141,1986,39,MASTER,SINGLE,21888.0,1,213,12,10,15,1,2012-12-29
7232,1973,52,GRADUATION,WIDOW,42429.0,1,67,7,5,99,0,2014-02-11
8477,1956,69,GRADUATION,DIVORCED,26150.0,3,28,5,7,61,0,2013-03-11
2457,1975,50,BASIC,MARRIED,30801.0,1,45,6,7,23,0,2012-10-26
988,1965,60,GRADUATION,MARRIED,81168.0,0,1193,18,3,84,0,2014-05-07
7930,1969,56,MASTER,SINGLE,26877.0,0,268,12,6,74,0,2013-08-19
4587,1944,81,MASTER,WIDOW,45006.0,0,266,12,3,90,0,2013-07-18
6682,1973,52,BASIC,MARRIED,18978.0,1,37,5,8,41,0,2012-12-11
6222,1967,58,GRADUATION,MARRIED,22574.0,3,37,7,7,28,0,2013-10-28
10299,1969,56,PHD,SINGLE,48240.0,0,882,25,5,73,1,2012-11-09
3083,1974,51,GRADUATION,MARRIED,45837.0,2,373,18,7,88,0,2013-07-26
8953,1965,60,MASTER,SINGLE,35791.0,3,35,6,8,94,0,2013-05-06
1503,1976,49,PHD,TOGETHER,162397.0,2,107,1,1,31,0,2013-06-03
8650,1978,47,GRADUATION,WIDOW,54162.0,2,42,5,4,31,0,2013-03-18
